,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
364,19469,110954,Female,Loyal Customer,21,Personal Travel,Eco Plus,545,0,4,0,4,2,0,5,2,3,5,4,4,4,2,0,0.0,satisfied
365,11516,27649,Male,Loyal Customer,52,Personal Travel,Eco Plus,679,3,5,3,2,4,3,2,4,4,5,4,5,4,4,0,7.0,neutral or dissatisfied
366,6033,13988,Male,disloyal Customer,21,Business travel,Eco,541,2,0,2,1,4,2,4,4,5,5,4,2,4,4,0,0.0,neutral or dissatisfied
367,22891,92406,Male,disloyal Customer,21,Business travel,Business,717,5,0,5,2,5,5,1,5,4,3,5,3,4,5,0,0.0,satisfied
368,8050,114695,Male,Loyal Customer,48,Business travel,Business,2189,1,1,5,1,3,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
369,11998,106760,Male,Loyal Customer,27,Personal Travel,Eco,829,2,4,1,2,4,1,4,4,3,4,5,3,4,4,0,0.0,neutral or dissatisfied
370,22886,91932,Female,Loyal Customer,38,Business travel,Business,2475,4,2,5,2,2,1,3,4,4,4,4,4,4,1,13,27.0,neutral or dissatisfied
371,12146,1482,Male,Loyal Customer,14,Personal Travel,Business,737,4,3,4,1,1,4,1,1,2,3,1,1,5,1,0,3.0,neutral or dissatisfied
372,5864,175,Male,disloyal Customer,36,Business travel,Business,227,2,2,2,3,5,2,5,5,3,4,4,5,4,5,0,0.0,neutral or dissatisfied
373,24216,121844,Female,Loyal Customer,58,Business travel,Business,3759,2,2,4,2,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
374,251,92145,Female,Loyal Customer,46,Business travel,Business,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
375,23523,25501,Female,Loyal Customer,39,Business travel,Business,2328,4,4,5,4,4,3,4,4,4,4,4,3,4,1,10,10.0,neutral or dissatisfied
376,6861,96439,Male,Loyal Customer,49,Business travel,Business,3295,3,3,3,3,2,5,5,4,4,4,4,5,4,5,32,26.0,satisfied
377,22070,93573,Female,disloyal Customer,20,Business travel,Eco,159,2,4,3,3,5,3,5,5,2,2,4,3,3,5,9,42.0,neutral or dissatisfied
378,1135,95726,Female,Loyal Customer,22,Business travel,Eco,453,2,5,5,5,2,3,1,2,2,3,2,4,3,2,0,23.0,neutral or dissatisfied
379,25673,63665,Male,Loyal Customer,65,Business travel,Business,3086,5,5,2,5,4,3,5,4,4,4,4,3,4,4,40,0.0,satisfied
380,12166,102700,Male,Loyal Customer,53,Business travel,Business,2511,1,1,1,1,3,5,4,5,5,5,5,4,5,5,2,0.0,satisfied
381,4036,99770,Male,Loyal Customer,62,Business travel,Eco Plus,255,2,5,5,5,2,2,2,2,2,2,3,1,2,2,8,6.0,neutral or dissatisfied
382,10265,75493,Male,Loyal Customer,39,Business travel,Business,2585,1,2,1,1,3,3,5,4,4,4,4,3,4,3,3,0.0,satisfied
383,3408,125470,Female,Loyal Customer,40,Personal Travel,Eco,2845,3,1,3,4,5,3,5,5,5,5,4,4,4,5,0,0.0,neutral or dissatisfied
384,22507,1346,Male,Loyal Customer,58,Business travel,Business,3786,5,5,5,5,3,4,5,4,4,4,5,4,4,5,0,0.0,satisfied
385,18509,73645,Female,Loyal Customer,40,Business travel,Business,1781,3,3,3,3,4,4,5,5,5,5,4,4,5,5,0,0.0,satisfied
386,3278,53776,Female,Loyal Customer,43,Business travel,Business,3258,3,4,5,5,1,4,4,3,3,3,3,1,3,1,4,0.0,neutral or dissatisfied
387,20602,70812,Female,disloyal Customer,24,Business travel,Eco,624,5,5,5,3,4,5,4,4,5,2,5,4,5,4,0,0.0,satisfied
388,15968,24384,Female,Loyal Customer,46,Business travel,Eco,269,4,4,4,4,5,1,2,4,4,4,4,1,4,1,39,37.0,satisfied
389,8319,50523,Female,Loyal Customer,49,Personal Travel,Eco,308,2,5,2,2,2,5,5,3,3,2,3,4,3,3,3,0.0,neutral or dissatisfied
390,289,47540,Male,Loyal Customer,13,Personal Travel,Eco,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0.0,satisfied
391,24486,51928,Male,Loyal Customer,51,Business travel,Business,936,4,5,5,5,5,3,3,4,4,4,4,1,4,1,12,2.0,neutral or dissatisfied
392,15765,54228,Female,Loyal Customer,25,Business travel,Eco,1222,5,4,4,4,5,5,5,5,1,3,1,2,3,5,0,2.0,satisfied
393,21590,2138,Female,Loyal Customer,13,Personal Travel,Eco,431,2,4,3,2,1,3,1,1,5,2,5,5,5,1,2,2.0,neutral or dissatisfied
394,23010,49040,Female,disloyal Customer,26,Business travel,Eco,158,2,0,2,2,1,2,1,1,4,5,5,3,5,1,0,0.0,neutral or dissatisfied
395,813,94120,Male,Loyal Customer,18,Personal Travel,Business,189,3,4,3,2,3,3,3,3,2,5,4,2,1,3,1,2.0,neutral or dissatisfied
396,21625,87979,Female,Loyal Customer,58,Business travel,Business,250,0,1,1,3,4,4,4,1,1,1,1,4,1,3,13,3.0,satisfied
397,10595,110685,Female,Loyal Customer,67,Personal Travel,Eco,945,4,2,4,3,1,2,2,4,4,4,4,4,4,4,0,2.0,satisfied
398,8490,115933,Male,Loyal Customer,28,Business travel,Business,337,4,4,4,4,4,4,4,4,3,5,3,2,4,4,0,0.0,satisfied
399,15673,66375,Female,Loyal Customer,8,Personal Travel,Eco Plus,986,1,4,2,4,1,2,1,1,4,4,5,4,5,1,14,3.0,neutral or dissatisfied
400,5255,51543,Male,Loyal Customer,58,Business travel,Eco,455,5,3,3,3,3,5,3,3,5,5,5,4,2,3,0,0.0,satisfied
401,24897,108622,Male,Loyal Customer,66,Personal Travel,Eco,696,1,5,0,4,2,0,2,2,5,5,5,4,5,2,0,0.0,neutral or dissatisfied
402,16360,25421,Female,Loyal Customer,42,Personal Travel,Eco Plus,1105,2,1,2,2,5,1,2,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied
403,16612,37257,Male,Loyal Customer,35,Business travel,Eco,1028,4,5,5,5,4,4,4,4,1,2,1,4,3,4,0,0.0,satisfied
404,3368,62878,Female,Loyal Customer,45,Personal Travel,Eco,2218,4,2,5,3,3,3,2,3,3,5,3,4,3,3,28,20.0,neutral or dissatisfied
405,22825,112804,Male,disloyal Customer,27,Business travel,Business,1211,3,3,3,3,2,3,2,2,4,1,2,2,2,2,1,11.0,neutral or dissatisfied
406,11769,129258,Male,Loyal Customer,55,Business travel,Business,3737,3,3,3,3,5,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
407,24832,121669,Female,Loyal Customer,25,Business travel,Business,1872,2,2,2,2,4,4,4,4,5,4,3,5,1,4,0,0.0,satisfied
408,20508,103781,Female,disloyal Customer,29,Business travel,Business,882,3,4,4,4,3,4,3,3,3,4,4,4,4,3,10,0.0,neutral or dissatisfied
409,1568,125027,Female,disloyal Customer,24,Business travel,Eco,184,3,3,3,3,1,3,5,1,4,4,3,1,3,1,0,0.0,neutral or dissatisfied
410,25290,111504,Female,Loyal Customer,65,Business travel,Business,3718,2,5,5,5,4,3,4,2,2,3,2,4,2,4,0,0.0,neutral or dissatisfied
411,2271,120919,Female,Loyal Customer,36,Business travel,Business,2048,2,2,2,2,3,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
412,8551,100254,Male,Loyal Customer,59,Business travel,Business,2174,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
413,12287,113733,Female,Loyal Customer,53,Personal Travel,Eco,397,3,5,5,2,5,5,4,2,2,5,2,5,2,3,69,82.0,neutral or dissatisfied
414,4363,8713,Male,Loyal Customer,62,Personal Travel,Eco,280,4,4,2,2,1,2,1,1,4,3,4,5,4,1,0,9.0,neutral or dissatisfied
415,5671,27753,Male,disloyal Customer,25,Business travel,Eco,680,4,4,4,3,4,4,4,4,2,1,2,2,3,4,0,8.0,satisfied
416,3849,43037,Male,Loyal Customer,42,Business travel,Business,391,2,1,1,1,1,2,3,2,2,2,2,2,2,4,10,0.0,neutral or dissatisfied
417,23360,56476,Male,Loyal Customer,60,Business travel,Business,4963,2,5,2,2,3,3,3,5,3,4,4,3,3,3,5,13.0,satisfied
418,18890,84035,Female,Loyal Customer,34,Business travel,Business,773,3,3,3,3,2,5,5,5,5,5,5,4,5,4,65,47.0,satisfied
419,16882,87645,Female,Loyal Customer,25,Business travel,Business,606,1,1,1,1,5,5,5,5,5,3,5,3,4,5,3,19.0,satisfied
420,11352,36834,Male,Loyal Customer,57,Business travel,Business,2640,3,1,4,4,3,3,3,3,3,3,3,4,3,3,0,14.0,neutral or dissatisfied
421,17850,20004,Female,Loyal Customer,68,Business travel,Eco,589,4,5,3,5,1,3,3,4,4,4,4,4,4,3,0,0.0,satisfied
422,23027,94770,Female,Loyal Customer,60,Business travel,Business,239,0,0,0,2,5,5,5,2,2,2,1,4,2,5,2,0.0,satisfied
423,8695,109489,Male,Loyal Customer,49,Business travel,Business,920,1,1,1,1,2,5,5,5,5,5,5,5,5,3,39,33.0,satisfied
424,5542,126608,Male,Loyal Customer,49,Personal Travel,Eco,1337,0,2,0,4,2,0,4,2,4,1,4,3,4,2,0,15.0,satisfied
425,13154,102286,Male,Loyal Customer,39,Business travel,Business,258,3,3,3,3,4,4,5,5,5,5,5,4,5,5,52,48.0,satisfied
426,15425,121591,Male,Loyal Customer,7,Personal Travel,Eco,912,4,2,4,4,3,4,3,3,2,2,3,3,3,3,0,0.0,satisfied
427,20098,107432,Female,Loyal Customer,13,Personal Travel,Eco,468,1,4,5,1,4,5,4,4,3,2,5,5,5,4,29,20.0,neutral or dissatisfied
428,4984,41599,Female,Loyal Customer,60,Personal Travel,Eco,1504,3,3,3,3,5,4,3,1,1,3,1,2,1,2,28,25.0,neutral or dissatisfied
429,17522,98411,Female,disloyal Customer,40,Business travel,Business,462,1,1,1,1,5,1,5,5,5,4,5,5,5,5,19,12.0,neutral or dissatisfied
430,16260,9139,Male,Loyal Customer,44,Business travel,Business,227,3,3,3,3,4,5,4,3,3,4,3,5,3,5,1,7.0,satisfied
431,2228,8652,Male,disloyal Customer,27,Business travel,Business,227,1,2,2,3,5,2,5,5,3,4,4,5,5,5,0,0.0,neutral or dissatisfied
432,17479,20631,Male,Loyal Customer,56,Business travel,Eco,911,5,2,2,2,5,5,5,5,3,1,4,3,2,5,65,95.0,satisfied
433,12699,12042,Male,disloyal Customer,34,Business travel,Eco,376,2,0,2,5,3,2,1,3,5,2,2,4,5,3,0,,neutral or dissatisfied
434,15271,119899,Female,Loyal Customer,45,Business travel,Business,936,2,2,2,2,4,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
435,7397,61703,Female,Loyal Customer,44,Business travel,Business,1464,1,1,1,1,4,4,4,4,4,5,4,4,4,3,0,0.0,satisfied
436,20254,6279,Male,Loyal Customer,35,Business travel,Business,3597,4,4,4,4,4,3,3,5,5,5,5,3,5,1,0,0.0,satisfied
437,2361,37574,Male,Loyal Customer,46,Business travel,Eco,628,3,2,2,2,3,3,3,3,2,5,4,4,3,3,0,0.0,neutral or dissatisfied
438,24396,35412,Male,disloyal Customer,22,Business travel,Eco,680,4,4,4,3,2,4,5,2,1,1,4,3,4,2,54,18.0,neutral or dissatisfied
439,14329,27329,Female,Loyal Customer,53,Business travel,Business,697,3,3,3,3,2,3,4,4,4,4,4,2,4,4,5,24.0,satisfied
440,24932,35991,Male,Loyal Customer,69,Personal Travel,Eco,2496,2,2,1,4,1,1,1,2,1,3,4,1,2,1,0,28.0,neutral or dissatisfied
441,19636,97184,Female,Loyal Customer,36,Personal Travel,Eco,1313,3,2,2,4,5,2,5,5,4,3,2,4,3,5,0,0.0,neutral or dissatisfied
442,17467,110735,Male,Loyal Customer,57,Business travel,Business,1768,3,3,3,3,4,5,4,3,3,3,3,3,3,3,0,0.0,satisfied
443,6315,89908,Female,Loyal Customer,39,Business travel,Eco,1501,2,5,5,5,2,2,2,2,2,3,3,1,4,2,3,8.0,neutral or dissatisfied
444,17922,63155,Female,disloyal Customer,36,Business travel,Business,447,2,2,2,4,3,2,2,3,5,2,5,3,4,3,14,7.0,neutral or dissatisfied
445,14427,125590,Male,Loyal Customer,50,Business travel,Business,1587,4,4,4,4,4,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
446,13911,66422,Male,Loyal Customer,66,Personal Travel,Eco,1562,3,3,3,4,4,3,4,4,4,1,3,2,3,4,63,48.0,neutral or dissatisfied
447,8231,12497,Female,Loyal Customer,36,Business travel,Eco Plus,190,4,5,3,3,4,3,4,4,1,2,2,1,2,4,0,0.0,neutral or dissatisfied
448,12272,45714,Female,disloyal Customer,12,Business travel,Eco,1068,2,2,2,4,3,2,5,3,4,2,4,3,3,3,0,23.0,neutral or dissatisfied
449,6400,48638,Male,Loyal Customer,60,Business travel,Business,3128,5,5,5,5,4,5,5,5,5,5,5,4,5,4,19,30.0,satisfied
450,17435,8366,Female,Loyal Customer,43,Business travel,Business,773,1,1,1,1,3,4,5,3,3,4,3,3,3,3,0,0.0,satisfied
451,16107,116143,Male,Loyal Customer,20,Personal Travel,Eco,342,2,4,2,3,4,2,3,4,5,4,4,5,4,4,0,0.0,neutral or dissatisfied
452,14541,32209,Male,Loyal Customer,33,Business travel,Eco,163,5,3,3,3,5,5,5,5,1,2,5,3,4,5,0,0.0,satisfied
453,8733,90989,Female,disloyal Customer,20,Business travel,Eco,404,2,2,2,3,3,2,3,3,1,2,4,4,3,3,14,21.0,neutral or dissatisfied
454,19439,85502,Male,Loyal Customer,60,Personal Travel,Eco,152,3,4,3,3,1,3,1,1,4,4,4,5,4,1,0,0.0,neutral or dissatisfied
455,1485,92388,Male,Loyal Customer,59,Business travel,Business,2139,1,1,1,1,4,5,5,4,4,5,4,3,4,5,0,8.0,satisfied
456,7277,26235,Male,Loyal Customer,55,Personal Travel,Eco,404,3,4,3,3,2,3,2,2,3,2,4,5,4,2,0,13.0,neutral or dissatisfied
457,17130,83533,Female,Loyal Customer,23,Business travel,Business,2925,3,3,3,3,4,4,4,4,4,5,5,4,5,4,79,137.0,satisfied
458,7450,56944,Male,Loyal Customer,29,Business travel,Eco,2454,2,3,3,3,2,2,2,1,2,2,3,2,1,2,0,0.0,neutral or dissatisfied
459,1913,30790,Female,Loyal Customer,58,Personal Travel,Eco,895,3,1,3,3,3,2,3,2,2,3,2,4,2,3,0,0.0,neutral or dissatisfied
460,2876,39894,Female,Loyal Customer,11,Personal Travel,Eco,272,4,0,4,3,4,4,4,4,4,5,5,4,5,4,4,0.0,satisfied
461,16549,103738,Male,Loyal Customer,27,Personal Travel,Eco,405,3,4,3,2,2,3,2,2,3,3,5,5,5,2,85,76.0,neutral or dissatisfied
462,11412,32325,Male,disloyal Customer,39,Business travel,Eco,101,3,0,3,3,3,3,3,3,5,5,2,5,2,3,10,9.0,neutral or dissatisfied
463,23829,35406,Female,Loyal Customer,45,Business travel,Eco,676,5,4,4,4,4,5,1,5,5,5,5,3,5,1,0,0.0,satisfied
464,21739,46611,Male,disloyal Customer,21,Business travel,Eco,212,4,1,4,4,3,4,3,3,3,4,3,4,3,3,80,71.0,neutral or dissatisfied
465,2695,58803,Female,disloyal Customer,29,Personal Travel,Eco,1005,4,5,4,3,4,4,4,4,5,3,4,3,4,4,2,0.0,neutral or dissatisfied
466,15767,61218,Female,Loyal Customer,50,Business travel,Business,2734,2,2,2,2,2,5,5,4,4,3,4,4,4,3,0,0.0,satisfied
467,6821,129651,Female,disloyal Customer,38,Business travel,Business,447,2,2,2,5,5,2,2,5,3,2,4,5,5,5,0,0.0,neutral or dissatisfied
468,23067,34716,Male,Loyal Customer,56,Business travel,Eco,264,5,1,1,1,5,5,5,4,4,5,4,5,3,5,172,189.0,satisfied
469,8519,74236,Female,Loyal Customer,38,Personal Travel,Eco,888,3,3,3,3,1,3,1,1,4,2,2,1,5,1,4,6.0,neutral or dissatisfied
470,17722,26838,Female,disloyal Customer,22,Business travel,Eco,224,5,0,5,2,2,5,2,2,1,5,1,5,1,2,0,0.0,satisfied
471,21112,9106,Male,Loyal Customer,44,Business travel,Business,3520,4,4,4,4,5,4,4,3,3,3,3,3,3,4,0,0.0,satisfied
472,16482,51686,Female,Loyal Customer,30,Business travel,Business,1736,3,4,4,4,3,3,3,3,1,4,3,1,4,3,0,0.0,neutral or dissatisfied
473,7800,101668,Female,Loyal Customer,50,Personal Travel,Eco,2106,4,1,5,2,4,3,3,3,3,5,3,4,3,3,15,0.0,satisfied
474,4698,121878,Female,Loyal Customer,35,Business travel,Business,366,2,2,2,2,3,3,3,5,5,5,5,1,5,1,0,0.0,satisfied
475,25790,78411,Male,Loyal Customer,65,Business travel,Business,1969,3,4,4,4,2,4,4,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
476,14855,21378,Male,disloyal Customer,33,Business travel,Eco,554,3,4,3,2,4,3,4,4,4,4,4,5,5,4,0,0.0,neutral or dissatisfied
477,9649,103819,Male,Loyal Customer,32,Business travel,Business,2904,5,5,5,5,4,4,4,4,4,2,5,5,5,4,18,0.0,satisfied
478,9109,2713,Male,Loyal Customer,32,Personal Travel,Eco,562,3,3,3,1,1,3,4,1,3,5,1,1,5,1,0,0.0,neutral or dissatisfied
479,1482,47868,Male,Loyal Customer,56,Business travel,Eco,550,3,2,3,3,2,3,2,2,4,4,3,1,4,2,0,0.0,neutral or dissatisfied
480,8252,127561,Female,Loyal Customer,41,Business travel,Business,1670,2,2,2,2,2,3,4,4,4,4,4,4,4,4,0,14.0,satisfied
481,10163,97425,Female,Loyal Customer,43,Personal Travel,Eco,587,1,1,2,4,4,4,3,2,2,2,2,1,2,2,2,0.0,neutral or dissatisfied
482,20246,56085,Male,Loyal Customer,64,Business travel,Eco Plus,2586,3,1,1,1,3,2,2,1,1,4,4,2,4,2,6,9.0,neutral or dissatisfied
483,21340,409,Male,Loyal Customer,48,Business travel,Business,229,1,5,5,5,4,3,4,1,1,1,1,2,1,2,39,45.0,neutral or dissatisfied
484,22087,81180,Male,Loyal Customer,43,Business travel,Business,2204,1,1,1,1,2,5,5,4,4,4,4,5,4,3,13,21.0,satisfied
485,14567,21466,Male,Loyal Customer,55,Business travel,Business,331,3,4,4,4,3,3,3,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
486,10529,22262,Female,disloyal Customer,43,Business travel,Eco,143,3,5,3,2,2,3,2,2,3,5,2,2,3,2,70,60.0,neutral or dissatisfied
487,16786,66536,Female,Loyal Customer,19,Personal Travel,Eco,733,2,4,2,4,2,2,2,2,2,4,2,1,3,2,1,0.0,neutral or dissatisfied
488,3265,68154,Female,Loyal Customer,46,Business travel,Business,603,4,4,4,4,2,5,5,5,5,5,5,3,5,3,26,22.0,satisfied
489,14644,70284,Female,Loyal Customer,29,Business travel,Eco,852,2,3,3,3,2,2,2,2,2,1,3,3,4,2,2,0.0,neutral or dissatisfied
490,23915,35246,Male,Loyal Customer,34,Business travel,Eco,944,4,5,5,5,4,4,4,4,4,2,1,1,1,4,22,29.0,neutral or dissatisfied
491,21032,108630,Male,Loyal Customer,24,Business travel,Business,1547,4,1,1,1,4,4,4,4,2,3,4,4,4,4,7,0.0,neutral or dissatisfied
492,18162,53844,Male,Loyal Customer,59,Business travel,Eco,191,1,5,5,5,1,1,1,2,5,3,3,1,1,1,132,122.0,neutral or dissatisfied
493,7593,68944,Female,Loyal Customer,50,Personal Travel,Eco,646,4,1,4,3,1,4,4,2,2,4,2,3,2,2,0,0.0,neutral or dissatisfied
494,25803,38281,Female,Loyal Customer,37,Personal Travel,Eco,1050,4,4,4,5,3,4,3,3,5,2,4,5,5,3,0,0.0,neutral or dissatisfied
495,1308,28009,Female,Loyal Customer,39,Business travel,Business,763,3,3,3,3,2,1,3,4,4,4,4,5,4,1,0,0.0,satisfied
496,12836,66849,Male,Loyal Customer,46,Personal Travel,Eco,731,3,2,3,3,4,3,4,4,2,4,3,4,3,4,124,115.0,neutral or dissatisfied
497,10518,112254,Male,Loyal Customer,55,Business travel,Business,1703,2,2,2,2,1,1,3,2,2,1,2,3,2,3,15,19.0,neutral or dissatisfied
498,2162,3052,Female,Loyal Customer,58,Business travel,Business,2529,3,3,3,3,5,4,5,3,3,4,3,4,3,4,0,0.0,satisfied
499,22252,110011,Male,disloyal Customer,24,Business travel,Eco,1204,5,5,5,4,2,5,5,2,5,3,4,5,5,2,15,0.0,satisfied
